,id,time,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,screen,call,sms,circumplex.valence
195,AS14.06,25/03/2014,0.137708588,4.018,31.22074026,3.786037975,,,8.536111111,15.0362,39.22405882,,,,,44.73884616,,,0.6
196,AS14.06,26/03/2014,0.135562653,4.049875,27.18024176,3.659134529,,,,12.0094,52.85843333,43.39815385,,,,36.66070536,2,,1.5
197,AS14.06,27/03/2014,0.132328605,5.4494,36.0552125,4.120376543,,,,11.1296,37.49586957,,,,,48.11015001,1,,0.25
198,AS14.06,28/03/2014,0.171470794,8.4622,27.24884536,3.647982857,,,12.28,7.82675,50.52248485,40.0075,,,,30.82718057,,1,0.8
199,AS14.06,29/03/2014,0.111580882,2.0285,28.99840476,3.927294643,,,,7.871,39.29759375,,,,,42.09892187,,,1
200,AS14.06,30/03/2014,0.211297852,5.49788,20.74128571,4.201582418,,,,8.8782,31.38529412,,,,1.619666667,41.35980391,1,4,0.8
201,AS14.06,31/03/2014,0.160605457,7.9205,20.412125,3.050738095,,,,9.8612,31.88024324,,,,,34.36300001,1,,0.4
202,AS14.06,01/04/2014,0.225853623,6.368722222,34.26496825,3.272558333,,,,11.3522,41.34228571,,,,,37.58806382,3,,0.75
203,AS14.06,02/04/2014,0.162552521,11.96928571,27.47384706,2.684691589,,,,11.7388,53.08181579,22.122,,,,41.75445556,4,,0.4
204,AS14.06,03/04/2014,0.209573898,5.799272727,33.55888608,3.038219355,,9.028,,9.128666667,37.32015625,41.87875,,,,38.00641026,2,,0.4
205,AS14.06,04/04/2014,0.14952381,3.5453,26.57158491,3.759971429,,151.619,,8.3464,38.92444,30.9122,,,,44.09927419,,,0.2
206,AS14.06,05/04/2014,0.292273902,5.328090909,20.89804878,3.732747253,,,,16.3166,21.07915385,39.89333333,,,,29.08294643,2,,0.8
207,AS14.06,06/04/2014,0.020425725,5.55625,23.67216667,3.35554,,,,8.564,33.03464706,,,,,22.19595238,1,,0.4
208,AS14.06,07/04/2014,0.19494721,4.840777778,30.32685526,2.697693878,,,,8.6914,43.21560606,37.449,,,,41.9858913,3,,0
209,AS14.06,08/04/2014,0.17494856,8.304705882,34.31291429,3.639716129,,,1.003,12.2512,27.54380769,4.01,,,,37.49231578,4,1,0
210,AS14.06,09/04/2014,0.103095975,7.064666667,32.469625,4.138018987,,,,12.1544,33.96662069,2.014,,,1.007,43.15968055,1,,0.8
211,AS14.06,10/04/2014,0.224284245,3.49975,26.24943011,3.016557692,,9.124,,8.229428571,36.41960606,34.07886364,,,26.138,52.73766265,1,4,0.8
212,AS14.06,11/04/2014,0.20591671,4.549,30.008625,4.331958974,,,,12.3242,32.04546154,25.18,,,,30.80155319,,,1
213,AS14.06,12/04/2014,0.233912232,4.133857143,24.40847826,4.190326087,,,,9.08075,39.52214286,35.4435,,,16.081,36.20395002,,,1
214,AS14.06,13/04/2014,0.344741533,8.910875,31.63569118,3.31557047,,,,9.2725,44.16525,33.74908333,,,,36.54188136,2,,0.25
215,AS14.06,14/04/2014,0.178742938,8.776666667,25.7989434,2.93954386,,,,9.6395,41.26311765,,,,,37.3900185,2,,0.75
216,AS14.06,15/04/2014,0.200563607,5.891764706,29.3155,3.486965753,,,,11.7946,45.5169697,18.202,,,6.028,42.64769696,5,1,0.6
217,AS14.06,16/04/2014,0.145065085,9.733272727,28.85976364,2.936181034,,,,10.9765,31.76225424,20.15775,,,,41.24811762,1,,0.4
218,AS14.06,17/04/2014,0.151670692,5.983166667,32.7036413,3.049677966,,,5.540333333,6.551833333,39.44285714,37.3,,,,46.03845335,1,,0.6
219,AS14.06,18/04/2014,0.146215475,10.356,30.01196341,3.087730496,,76.947,10.072,11.577,47.9036,28.6335,,,,40.01180265,3,,0.5
220,AS14.06,19/04/2014,0.098263889,9.117416667,32.3988,3.224876923,,,,12.3782,31.48666667,,,,,35.56437806,4,,0.6
221,AS14.06,20/04/2014,0.029657567,7.466,12.96967742,3.846,,,,8.785666667,34.17055556,,,,,31.45080488,,,0.8
222,AS14.06,21/04/2014,0.078239373,9.0255,28.94752381,3.799719745,,,,12.1622,39.84959091,35.76725,,,,42.61580645,1,,0.6
223,AS14.06,22/04/2014,0.144497799,10.29930769,33.37765248,4.339756863,,,12.418,14.4924,32.51365625,41.4505,,,,42.26844826,6,1,0.6
224,AS14.06,23/04/2014,0.133727355,6.518111111,35.66530526,3.645891192,,,6.09,11.9994,37.149,63.95433333,,,26.582,47.2144321,4,,0.8
225,AS14.06,24/04/2014,0.235710513,6.994833333,25.89385556,2.523057971,,,4.016,19.051,36.53141176,34.67816667,,,15.117,31.00588983,5,3,0.75
226,AS14.06,25/04/2014,0.265,6.504555556,25.88116667,3.753497175,,,7.033,8.076666667,53.14991667,85.13133333,,,,41.70325,3,,0.4
227,AS14.06,26/04/2014,0.206597222,6.787038462,26.51783607,3.860183333,,,10.05383333,7.046666667,37.9831,45.608,,,,25.0515856,10,1,1
228,AS14.06,27/04/2014,0.059715839,,32.44130769,3.862569444,,,,10.5112,30.18572727,83.32,,,,19.00495557,,,1
229,AS14.06,28/04/2014,0.172324435,7.393333333,37.49124419,2.99483432,,,10.156,7.30725,33.4372,,,,,35.26969413,,,0.5
230,AS14.06,29/04/2014,0.175197116,6.236375,32.41101389,3.209496894,,,0.044,10.07325,25.14606667,,,,,37.26902564,2,,1
231,AS14.06,30/04/2014,0.108884278,9.7351,30.06686364,3.510470588,,,9.123,8.5034,43.45938095,63.787,,,,46.85877777,1,,0.6
232,AS14.06,01/05/2014,0.326726845,10.23508333,29.61475862,5.177824742,,,11.035,8.6382,46.028125,34.581375,,,,35.09846512,2,,1
233,AS14.06,02/05/2014,0.185263653,7.018125,34.21238298,3.316808081,,,,7.472,59.44242857,29.69,,,7.101,39.45884613,4,,1
234,AS14.06,03/05/2014,0.220258715,2.0045,24.14985185,2.687415385,,,,12.64783333,49.4587,,,,,26.08006451,,,0
235,AS14.06,04/05/2014,0.167090557,5.7345,23.78467647,2.868452632,,,,12.9184,60.373125,4.015,46.9985,,,34.5357619,,,0.75
236,AS14.06,05/05/2014,0.082037037,4.8448,31.67520339,2.69634188,,,,7.86225,39.5150625,56.464,,,,40.06959614,,,0.666666667
237,AS14.06,06/05/2014,0.127155307,6.81075,37.08588889,2.852194969,,,6.964428571,,39.22452632,40.743,,,,51.58557141,1,,
238,AS14.06,07/05/2014,0.117385233,3.962714286,38.29454545,3.685622951,,,13.331,14.272625,32.08613793,24.233,,,8.026,41.73767417,2,3,0.25
239,AS14.06,08/05/2014,0,,,7.466,,,,,63.596,,,,,,,,1
240,AS14.07,18/03/2014,,5.826424242,25.95347368,,,,,11.77833333,110.493,,59.391,,,,3,,
241,AS14.07,19/03/2014,,5.414510204,17.15985326,22.17466667,,,,15.14533333,83.35866667,29.1914,28.35111111,,,26.73192764,,2,1.4
242,AS14.07,20/03/2014,,6.024264151,19.31578788,11.045,,,,12.49042857,44.32433333,,,,,25.21633673,,1,-0.25
243,AS14.07,21/03/2014,,4.192061224,19.43673387,21.6265,,,,8.310285714,54.06905882,5.574,,31.218,,31.121225,,,1
244,AS14.07,22/03/2014,,4.577571429,19.11770068,10.057,,,,8.036,77.83555556,,,,,24.46359322,,,0
245,AS14.07,23/03/2014,,4.080655172,12.6638123,7.707333333,,,,7.035,51.10233333,,,,,14.4907169,,,1.5
246,AS14.07,24/03/2014,,5.84665,14.99482635,1.01,,,,8.022,42.20725,58.215,,,,14.2631329,4,9,1
247,AS14.07,25/03/2014,0.134344902,4.300271429,13.78403398,21.2855,,,,11.90675,78.2512,65.467,,,,15.71685325,4,,1.333333333
248,AS14.07,26/03/2014,0.103293731,5.3107625,16.84155319,,,,,10.7885,83.861875,35.133,,,,20.66594531,8,4,0.6
249,AS14.07,27/03/2014,0.089700248,4.782818182,20.55165152,,,,,12.0556,54.68184615,25.884,,,,28.69031896,2,8,0.4
250,AS14.07,28/03/2014,0.098099842,5.563631068,22.63589744,13.1452,,,,9.362333333,63.426,34.81475,28.80266667,14.226,,35.6308261,1,,1.5
251,AS14.07,29/03/2014,0.041875854,5.439568966,20.16971429,8.703142857,,,,11.08536364,56.3849375,18.807,,,,31.79658695,,5,1
252,AS14.07,30/03/2014,0.06257346,3.811093333,18.16125882,,,,,14.2048,64.8765,26.605,,,,18.29697102,2,1,0
253,AS14.07,31/03/2014,0.051366077,4.72284,25.14813559,6.8815,,,,12.04175,70.65625,69.28533333,,,,32.79186111,5,1,0
254,AS14.07,01/04/2014,0.080762258,5.282894118,15.68079775,15.4425,,,,11.0764,68.46611111,,,,,20.82923333,3,8,0.8
255,AS14.07,02/04/2014,0.156187453,5.185812903,19.44174038,25.341,,,,12.746,24.636,,,,,27.48141747,13,4,0.25
256,AS14.07,03/04/2014,0.090263477,5.066426667,18.34734783,,,,,9.0732,71.73071429,49.2525,,,,27.9808158,5,,0.2
257,AS14.07,04/04/2014,0.049630376,4.412695652,19.51377119,6.65025,,,,6.5235,55.83716667,51.17,,,,24.29513276,7,2,0
258,AS14.07,05/04/2014,0.231306581,4.959213592,18.7367963,4.9965,,,,19.053,53.80945455,49.766,,,,21.86406666,9,5,0.666666667
259,AS14.07,06/04/2014,0.056315763,7.014492063,21.09691176,9.0405,,,,14.047,34.0174,,,1.002,,34.67706453,2,3,1
260,AS14.07,07/04/2014,0.080524162,6.037746835,23.5490315,9.5435,,,,6.82175,63.745875,,,,,29.58037837,,1,0.2
261,AS14.07,08/04/2014,0.076801021,4.950183099,19.76760606,5.920142857,,,,9.0294,41.99675,,37.72409091,,,23.84373912,1,,0.6
262,AS14.07,09/04/2014,0.0707902,4.410839286,21.85750633,,,,,9.9442,45.57757143,,,6.038,,31.78358665,2,2,0.6
263,AS14.07,10/04/2014,0.098958333,5.204109375,14.01659091,,,,,8.2298,36.7248,22.179,,,,21.39031036,6,4,0
264,AS14.07,11/04/2014,0.06868289,5.009,17.80401923,,,,,13.37033333,45.2425,25.5401,,,,18.016871,,1,-1
265,AS14.07,12/04/2014,0.153133802,6.01707767,19.87570787,6.534,,,,9.046,89.69322222,30.50383333,72.282,,,29.70985715,2,10,0.75
266,AS14.07,13/04/2014,0.016319444,6.255773585,15.4741619,15.42666667,,,,8.4438,76.052,,,,,17.90372167,5,,1
267,AS14.07,14/04/2014,0.033353758,5.199095238,22.54172727,1.003,,,,6.4354,78.84425,,,,,22.15305086,2,1,0.4
268,AS14.07,15/04/2014,0.019623338,4.958441176,18.89793056,3.5135,,,,12.76966667,88.689,,,,,20.04128302,,,0.5
269,AS14.07,16/04/2014,0.10595602,3.932980583,18.24337607,,,,,8.383857143,57.29257143,33.254,22.088,,,23.71621481,2,8,0
270,AS14.07,17/04/2014,0.118090866,4.326488889,17.47803571,,,,,7.2274,69.49766667,,,,,26.81821875,1,,-0.4
271,AS14.07,18/04/2014,0.047270115,5.8015,24.62418182,,,,,11.86214286,16.816,,,,,51.62285001,1,2,-0.4
272,AS14.07,19/04/2014,0.003125471,2.5557,11.99559574,,,,,9.527,20.2954,,,,,17.15960002,,,0.75
273,AS14.07,20/04/2014,0.086805556,3.371352941,21.92082143,14.091,,,,10.042,30.1665,,28.11566667,,,23.9876667,,,-1
274,AS14.07,21/04/2014,0.061785468,6.449936508,24.85282051,,,,,9.8394,45.86013636,59.3365,38.7365,,,22.12150978,,,0.8
275,AS14.07,22/04/2014,0.090990182,5.63435,28.03557447,,,,,9.8688,16.92428571,,,,,20.94739999,,2,0.4
276,AS14.07,23/04/2014,0.075373537,4.473787879,20.39720952,9.035,,,,7.32475,83.45416667,81.312,,,,20.1489836,5,,0
277,AS14.07,24/04/2014,0.157986111,5.383159091,20.60131667,,,,,5.5005,42.9442,,,1.003,,30.32638596,3,1,0.4
278,AS14.07,25/04/2014,0.076041667,3.471965517,19.20564706,,,,,8.716,24.91733333,,,,,16.57224638,6,,-0.666666667
279,AS14.07,26/04/2014,0.018915739,5.654735294,20.14102222,34.249,,,,10.908,59.349,,33.172,,,25.63352946,,,-0.2
280,AS14.07,27/04/2014,0.013407753,5.324,16.02519767,1.04,,,,17.21525,49.0864,,53.51,,,24.10677634,1,1,0.4
281,AS14.07,28/04/2014,0.094489671,5.622316583,20.54315306,11.54414286,,,,7.925285714,28.90876,1.004,13.29754545,2.403333333,,22.92252912,9,3,0.75
282,AS14.07,29/04/2014,0.134638248,5.760475862,22.95883621,5.026,,14.065,,7.100333333,49.10314286,,61.62066667,,,26.72051613,1,9,0
283,AS14.07,30/04/2014,0.024147919,5.174424658,18.27448462,,,,,8.033,35.78,,25.61225,,,17.21406025,,,0.5
284,AS14.07,01/05/2014,0.103584527,5.481305556,20.68829787,3.025,,,,10.73,70.56566667,,49.2575,,,28.42841937,,,-0.333333333
285,AS14.07,02/05/2014,0.059104642,4.830151515,14.40631667,,,,,12.80175,59.36709091,,4.511,,,24.06712279,,,0.6
286,AS14.07,03/05/2014,0.075694444,5.306086957,9.672157895,17.447,,,,9.34375,88.81871429,,,,,20.05304999,1,,0
287,AS14.07,04/05/2014,0.082291667,4.856818182,27.7235625,4.591,,,,9.085,50.315,,,,,50.13381252,,,1
288,AS14.07,05/05/2014,,,,,,,,,,,,,,,,,0.5
289,AS14.08,05/03/2014,,,,,,,,,,,,,,,,,0.333333333
290,AS14.08,06/03/2014,,,,,,,,,,,,,,,,13,0.6
291,AS14.08,07/03/2014,,,,,,,,,,,,,,,,3,1.2
292,AS14.08,08/03/2014,,,,,,,,,,,,,,,,,1
293,AS14.08,09/03/2014,,,,,,,,,,,,,,,,,1.2
294,AS14.08,10/03/2014,,,,,,,,,,,,,,,,4,0.6
295,AS14.08,11/03/2014,,,,,,,,,,,,,,,,3,0.4
296,AS14.08,12/03/2014,,,,,,,,,,,,,,,,,1
297,AS14.08,13/03/2014,,4.5959,21.1102,,,,,5.17,33.49183333,,,13.062,,32.66300003,,11,0.6
298,AS14.08,14/03/2014,,5.037842105,15.31076,,,,,8.4516,30.76810714,26.01757143,25.74957143,6.703,,41.41877503,,11,1.2
299,AS14.08,15/03/2014,,3.006333333,16.61756522,32.249,,,17.086,11.95416667,36.3555,,,,,44.98152942,,3,0.6
300,AS14.08,16/03/2014,,3.689333333,7.9655625,,,,,7.034375,46.9405,,,11.119,,46.47139999,,,1.25
301,AS14.08,17/03/2014,0.005555556,4.041714286,16.6686,,,,,6.8395,48.52346154,,,,,27.05016001,,,0.2
302,AS14.08,18/03/2014,0.028491362,2.96,18.136625,2.1555,,,,6.733857143,25.2148125,,,,,34.54459999,,,0.6
303,AS14.08,19/03/2014,0.063017163,4.9837,12.16537931,6.61775,,,,8.04525,59.605625,,,9.098,,35.16648273,1,,1
304,AS14.08,20/03/2014,0.057523878,2.7585,16.43764706,,,,,6.858571429,37.39175,,,,,25.22699998,,1,0.8
305,AS14.08,21/03/2014,0.008942302,4.151875,15.74957447,,,,,7.454428571,20.51869767,,,16.10533333,,30.88826785,,4,0.6
306,AS14.08,22/03/2014,0.022231454,3.519,10.466625,,,,,6.165285714,37.72975,89.938,,16.075,,32.83115002,,,0.8
307,AS14.08,23/03/2014,0.042184825,5.070529412,23.2698125,,,,,8.3295,30.45366667,26.85228571,,12.05566667,,27.27850001,2,,0.8
308,AS14.08,24/03/2014,0.046307913,2.4045,17.64136364,,,,,7.431857143,26.38041667,,,5.5315,,30.82436666,,,1
309,AS14.08,25/03/2014,0.016897662,4.534,4.986785714,7.161,,,,5.867,25.96064706,,,,,27.93396154,,1,1
310,AS14.08,26/03/2014,0.089501393,4.60236,16.57427778,,,,,7.663,29.54814286,,,11.029,,29.85650002,,5,0.5
311,AS14.08,27/03/2014,0.087011501,4.240086957,12.78558333,,,,,8.141,24.75885714,,,12.025,,18.63554286,,6,0.5
312,AS14.08,28/03/2014,0.016559762,3.821344828,15.87444444,,,,,7.432571429,30.71308696,,16.7534,,,27.58226786,1,12,0.5
313,AS14.08,29/03/2014,0.024944121,3.4344,22.34033333,1.617333333,,,,6.799444444,34.26930769,,,,,34.07945457,,2,1
314,AS14.08,30/03/2014,0.078447078,4.963,9.121458333,,,,,7.180333333,50.6555,,,,,32.83799995,,,0.6
315,AS14.08,31/03/2014,0.078934652,3.048,15.15837037,6.728,,,,8.444333333,20.79190909,,,14.035,,37.98648717,,,1.2
316,AS14.08,01/04/2014,0.062353855,3.525625,20.66808108,11.513125,,,,6.643222222,41.84784615,,,3.005,,29.14032145,,,1
317,AS14.08,02/04/2014,0.008289547,4.028,17.21005556,19.154,,,,5.748222222,18.926,,,20.146,,31.41931254,,,0.8
318,AS14.08,03/04/2014,0.078767886,3.6467,14.50214865,,,,,7.143866667,19.89926923,,,16.859,,17.29039998,,,1.333333333
319,AS14.08,04/04/2014,0.031123973,3.326666667,12.45480952,,,,,5.745833333,26.25574074,,,9.065,,22.17670971,2,,1.25
320,AS14.08,05/04/2014,0.128414141,2.16,16.92703333,,,,,6.666,30.16766667,,,8.5285,,32.33226923,,,1.2
321,AS14.08,06/04/2014,0.007280235,3.054666667,11.28388889,5.516,,,,6.8792,29.60094444,,,11.055,,37.76064709,,,1.25
322,AS14.08,07/04/2014,0.102473134,4.98937931,12.83982456,6.068,,,,5.344615385,23.50427907,,7.028,,,22.11830554,1,6,1
323,AS14.08,08/04/2014,0.058148292,3.084727273,17.36851563,21.155,,,,7.08175,25.68880952,,,15.5985,,28.95223439,,,0.5
324,AS14.08,09/04/2014,0.040366266,6.5655,15.83928571,,,,,9.736333333,32.4843125,,,6.016,,44.47809678,,,0.5
325,AS14.08,10/04/2014,0.206573263,3.287833333,15.63957746,,,,,7.07275,15.95041818,,,15.861,,25.4229,,,1.4
326,AS14.08,11/04/2014,0.074135549,3.2465,14.60477419,16.0735,,,,4.8116,31.94583871,,,3.01,,31.8569737,1,,1
327,AS14.08,12/04/2014,0.025027439,,9.747785714,,,,,5.395111111,23.995,,,,,25.24986364,,,0.8
328,AS14.08,13/04/2014,0.004827096,2.715666667,15.84717647,2.2895,,,,7.484166667,20.1003913,,,5.043,,21.6245625,,,1.2
329,AS14.08,14/04/2014,0.064903087,3.423692308,19.23275,,,,,5.653090909,23.98313793,,,7.84825,,27.4036154,,,0.6
330,AS14.08,15/04/2014,0.034090909,5.082083333,7.277518519,,,,,7.740142857,41.86570588,,,,,31.85177417,,,0.6
331,AS14.08,16/04/2014,0.068597356,2.78735,15.36738462,11.229,,,,6.475571429,25.88925,,,6.678,,26.31393103,,,0.8
332,AS14.08,17/04/2014,0.097181567,3.684571429,14.49866667,3.544,,,,7.640571429,24.15089286,27.3732,,3.038,,31.02314999,,,0.8
333,AS14.08,18/04/2014,0.049041986,2.23425,10.47252941,,,,,8.474,33.21484615,,,,,31.23561902,,,0.6
334,AS14.08,19/04/2014,0.039002894,4.143578947,17.99288889,19.1435,,,,5.866625,28.66290909,,22.302,7.023,,32.49247996,,,1.2
335,AS14.08,20/04/2014,0.004899345,4.804666667,8.5042,15.722,,,,7.2746,42.33668182,,17.156,15.074,,43.19579998,,,0.8
336,AS14.08,21/04/2014,0.02929496,4.091333333,28.48854545,,,,5.032,6.2616,24.05626667,,,6.026,,34.78964998,,,0.6
337,AS14.08,22/04/2014,0.077399943,3.188333333,17.44496552,21.094,,,,6.714,28.42155,,,,,38.2661724,,,0.4
338,AS14.08,23/04/2014,0.124976027,4.0514,15.26467308,,,,,7.300571429,25.64258824,,,,,20.84904547,,,0.4
339,AS14.08,24/04/2014,0.128005912,3.783714286,15.45840909,14.1145,,,,5.0423,34.05954545,,,,,29.40188234,,,1
340,AS14.08,25/04/2014,0.028321013,2.937909091,25.52496154,,,,,8.6175,32.10389474,,,,,26.77818753,,,0.8
341,AS14.08,26/04/2014,0.047178819,7.0357,19.5715,,,,,5.8318,33.94628571,,,,,36.98126319,,,0.25
342,AS14.08,27/04/2014,0.005429837,4.119666667,11.52475,,,,,8.5445,43.70009091,,,,,39.4928,,3,0.666666667
343,AS14.08,28/04/2014,0.022252415,1.9965,8.767357143,,,,,7.571833333,46.1776,,,,,41.39011766,,,0.6
344,AS14.08,29/04/2014,0.030996148,3.073571429,16.86712195,30.7175,,,,9.84375,57.8505,,,,,35.39607407,,,0.25
345,AS14.08,30/04/2014,0.03482504,4.309,13.85131034,15.065,,,,7.6628,29.06105556,,,,,47.75739126,,,1
346,AS14.08,01/05/2014,0.037314099,7.3576,21.06820833,2.30125,,,,9.507666667,44.2897,,,3.004,,42.49642859,,,0.8
347,AS14.08,02/05/2014,0.181738008,4.970333333,7.89805,29.418,,,,9.148,39.68127273,,,3.172,,39.22935717,,,1
348,AS14.08,03/05/2014,0.22181373,3.716727273,15.98042308,,,,,6.1045,36.43041667,,6.071,11.0535,,44.16289999,,,1
349,AS14.08,04/05/2014,0.043277613,3.79,12.50804082,,,,,8.5835,37.5289,,41.74,,,34.52053335,1,,1
350,AS14.08,05/05/2014,0.002604167,,7.3168,,,,,5.55375,51.1205,,,,,43.96916664,,,1
351,AS14.09,21/03/2014,,7.32675,23.11758621,6.492305556,,,2.113,5.58425,,,,1.01,,36.32163886,3,1,1
352,AS14.09,22/03/2014,0.062847222,8.1946,28.42383333,4.930510345,,,4.436333333,18.378875,61.284,12.285,,1.003,3.02,31.72566251,,,0.666666667
353,AS14.09,23/03/2014,0.033333333,5.913166667,27.17021918,3.790537415,,,,11.39983333,18.333,15.755,,1.018,,54.84389552,,1,0.25
354,AS14.09,24/03/2014,0.079166667,8.608285714,28.96649383,3.723236686,10.8984,,2.0455,10.0846,37.567,20.87908333,29.51836364,6.889,,36.29574227,,,0.5
355,AS14.09,25/03/2014,0.025694444,7.305363636,22.18420408,4.344493902,9.6935,,5.128,12.06333333,20.49983333,32.474,,1.005333333,17.433,52.25681523,1,,-0.2
356,AS14.09,26/03/2014,0.086315576,6.848071429,23.08719298,5.366422414,,,1.004,11.72825,28.98609091,,,8.480666667,,44.47539437,3,2,0.75
357,AS14.09,27/03/2014,0.027083333,6.5955,26.51496,4.661197674,,,,8.5664,83.60283333,1.01,22.4956,,14.396,42.20438595,1,,0.8
358,AS14.09,28/03/2014,0.079778439,8.49,25.00275758,4.681888889,1.003,,2.032,8.661,36.714875,20.83686667,5.730666667,5.287666667,,53.74333873,4,,1
359,AS14.09,29/03/2014,0.082291667,8.232153846,29.76125263,4.841830189,,,,12.7778,62.949,39.4255,,1.621,,52.84501234,5,,1
360,AS14.09,30/03/2014,0.111956522,6.360666667,32.1091831,5.100016216,21.601,,,10.45375,44.71754545,,,1.353666667,16.89,32.78724467,2,1,1
361,AS14.09,31/03/2014,0.083333333,7.810357143,27.01522892,4.347,14.76,,4.1,8.2515,10.145,15.87973077,,1.347666667,,41.0448617,3,,0.2
362,AS14.09,01/04/2014,0.079861111,5.83185,30.38221429,5.40305,,,,12.8194,35.69933333,68.59,,1.0142,,38.77136472,5,,0.6
363,AS14.09,02/04/2014,0.041386555,9.902,18.68829032,5.055590909,,,,9.1834,33.83,,,9.877,32.864,41.6804074,2,,0
364,AS14.09,03/04/2014,0.180902778,7.498333333,25.46767568,4.98059596,24.3225,,2.02,9.9504,69.875,23.58375,40.1235,,,31.27623016,3,,0.6
365,AS14.09,04/04/2014,0.076041667,6.8368125,28.16627536,4.316106918,15.924,175.019,,10.16683333,166.319,25.00018182,,1.029,,43.38054286,3,1,0.75
366,AS14.09,05/04/2014,0.115625,3.549333333,24.84017073,4.923259259,,80.992,1.012,9.95975,54.6,,,1.007,,30.2898812,,,0.75
367,AS14.09,06/04/2014,0.138888889,6.1536875,28.77241772,4.493154762,,,4.025,7.535571429,65.107,,4.098,5.5805,24.224,48.34659576,,,0.8
368,AS14.09,07/04/2014,0.078125,8.632777778,33.90039216,4.470659574,5.071,,3.043,9.103142857,60.2318,23.2108,,,15.05866667,40.00962027,,,0
369,AS14.09,08/04/2014,0.086458333,7.172909091,24.72416667,4.8714125,11.19666667,,1.032,13.1988,17.1855,23.88581818,,,,33.03769388,,1,0.6
370,AS14.09,09/04/2014,0.034126984,8.257625,25.85021739,3.724425743,23.372,,,9.778,14.191,26.014,,,,40.16541936,3,,0.25
371,AS14.09,10/04/2014,0.030357143,5.79875,24.04445833,4.105261538,,,,9.6935,39.2542,,77.658,1.0095,,51.91434488,1,,0
372,AS14.09,11/04/2014,0.114285714,2.008,21.86574286,3.35380597,23.749,,,9.648,,23.84583333,25.55116667,,,32.31960524,,,0.6
373,AS14.09,12/04/2014,0.069444444,,35.6807381,5.816237288,,,,10.5504,,,,1.514,,67.30156757,2,,0.8
374,AS14.09,13/04/2014,0.172222222,6.0935,31.4660625,3.144018519,,,,5.069333333,,30.837,,1.008,,35.88611538,,1,0
375,AS14.09,14/04/2014,0.083333333,7.152,15.55716667,5.834058824,,,2.5145,12.7395,,38.86,,,,26.55448388,1,1,-0.2
376,AS14.09,15/04/2014,0.088541667,9.0885,20.53903448,5.123872727,,,,5.6385,,,,,,30.56880554,1,1,0
377,AS14.09,16/04/2014,0.015584416,5.0605,22.032,3.904722222,,,,29.612,,,,,,53.52563639,,,-0.25
378,AS14.09,17/04/2014,0.110456539,7.899,24.51114706,3.803659341,36.512,,,8.06475,,6.146285714,10.998,1.702333333,,32.63300001,1,1,0.75
379,AS14.09,18/04/2014,0.114738292,1.305,18.44625,5.528702703,20.05475,,2.06,12.053,19.0585,22.127,,1.5055,,43.26345455,2,1,0.6
380,AS14.09,19/04/2014,0.113149351,2.6314,30.14006667,5.326896552,,,4.028,10.4015,18.238,26.785,,,,31.52468963,,,1
381,AS14.09,20/04/2014,0.041548295,2.012,41.36833333,3.625521739,,,,,,20.44266667,,,,22.16215791,,,0.25
382,AS14.09,21/04/2014,0.015309343,15.712,13.3558,4.273631579,32.886,,,8.1695,,,,1.1025,,47.42607142,2,,0.5
383,AS14.09,22/04/2014,0.064393939,3.692833333,37.84616667,7.393166667,,,,,26.468,,,,,63.13453331,15,,0.4
384,AS14.09,23/04/2014,0.039220328,9.89225,29.95826667,4.693666667,,,,23.765,28.135,,30.26,,,45.11584208,2,2,0.333333333
385,AS14.09,24/04/2014,0.042032828,7.797333333,25.24825,4.848236842,,,,7.085,,4.024,,,5.032,33.21030433,5,,1
386,AS14.09,25/04/2014,0.115814394,4.023,23.00957143,4.179349206,,,,8.504333333,,,17.815,,14.066,30.96669447,,,1
387,AS14.09,26/04/2014,0.11026936,7.048,21.37589474,4.204796875,6.072,,,12.925,8.226,,,,25.462,36.48442307,,,1
388,AS14.09,27/04/2014,,,,,,,,,,,,,,,,,0.25
389,AS14.09,28/04/2014,,,,,,,,,,,,,,,,,0.6
390,AS14.09,29/04/2014,,,,,,,,,,,,,,,,,0.5
391,AS14.09,30/04/2014,,,,,,,,,,,,,,,,,0.75
392,AS14.09,01/05/2014,,,,,,,,,,,,,,,,,0.75
393,AS14.09,02/05/2014,,,,,,,,,,,,,,,,,0.8
394,AS14.09,03/05/2014,,,,,,,,,,,,,,,,,0.75
395,AS14.09,04/05/2014,,,,,,,,,,,,,,,,,0.4
396,AS14.09,05/05/2014,,,,,,,,,,,,,,,,,0.5
397,AS14.12,15/03/2014,,,,,,,,,,,,,,,4,3,-0.5
398,AS14.12,27/03/2014,0.148290537,4.652202899,20.95816667,10.095,,,,14.381,42.74463158,,,5.052,,38.18292857,2,,1
399,AS14.12,28/03/2014,0.112188697,4.734305085,34.22057143,12.29485714,,,,15.5816,44.27303774,,,4.723,,37.03288889,9,,0.75
400,AS14.12,29/03/2014,0.126075069,5.242417808,35.4309,13.70354545,,,,10.3414,50.73930435,20.2236,6.699888889,4.06,,23.81966265,5,,1
401,AS14.12,30/03/2014,0.050002669,5.023809917,21.19909677,17.59614286,,,,10.7338,65.32278571,,,3.0234,,24.34354689,1,,0.25
